acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-0.78,-9.8,1.19,-0.11,-0.02,-0.01,STD
-0.97,-9.72,1.31,-0.1,0.01,-0.04,STD
-0.88,-9.79,1.26,-0.07,-0.01,0,STD
-0.9,-9.75,1.19,-0.12,0,-0.01,STD
-0.85,-9.71,1.42,-0.08,0.01,0.01,STD
-0.87,-9.75,1.14,-0.08,-0.02,-0.01,STD
-0.82,-9.73,1.3,-0.13,-0.01,0,STD
-0.77,-9.77,1.3,-0.05,-0.03,-0.01,STD
-0.87,-9.73,1.13,-0.11,-0.01,-0.03,STD
-0.82,-9.74,1.3,-0.1,-0.04,0,STD
-0.78,-9.74,1.11,-0.09,0.01,-0.02,STD
-0.82,-9.76,1.24,-0.11,-0.02,-0.03,STD
-0.84,-9.76,1.21,-0.1,-0.06,0,STD
-0.84,-9.78,1.31,-0.11,0,-0.03,STD
-0.85,-9.79,1.19,-0.09,-0.03,-0.02,STD
-0.85,-9.74,1.33,-0.11,-0.02,-0.01,STD
-0.8,-9.79,1.22,-0.08,-0.03,-0.01,STD
-0.86,-9.75,1.27,-0.11,0,0,STD
-0.79,-9.71,1.3,-0.08,-0.03,0,STD
-0.78,-9.79,1.18,-0.07,-0.01,-0.03,STD
-0.94,-9.67,1.28,-0.13,-0.06,0,STD
-0.82,-9.8,1.26,-0.04,0,-0.01,STD
-0.87,-9.79,1.08,-0.13,0.01,0,STD
-0.85,-9.73,1.34,-0.09,-0.05,0.01,STD
-0.8,-9.78,1.15,-0.09,0,-0.01,STD
-0.87,-9.76,1.31,-0.12,-0.02,-0.01,STD
-0.83,-9.74,1.28,-0.07,-0.04,-0.01,STD
-0.81,-9.78,1.29,-0.09,0.01,-0.02,STD
-0.85,-9.72,1.24,-0.09,-0.02,-0.01,STD
-0.82,-9.66,1.29,-0.09,-0.01,-0.02,STD
-0.8,-9.81,1.12,-0.07,0.02,-0.04,STD
-0.95,-9.7,1.22,-0.14,-0.04,-0.02,STD
-0.84,-9.75,1.35,-0.07,0.03,-0.01,STD
-0.92,-9.75,1.11,-0.11,0.02,-0.02,STD
-0.81,-9.78,1.31,-0.12,-0.06,0,STD
-0.9,-9.69,1.31,-0.1,0.02,-0.02,STD
-0.83,-9.79,1.29,-0.09,-0.02,-0.02,STD
-0.88,-9.78,1.29,-0.09,-0.05,-0.02,STD
-0.86,-9.77,1.3,-0.09,-0.01,-0.01,STD
-0.89,-9.71,1.29,-0.08,-0.03,-0.01,STD
-0.76,-9.71,1.24,-0.1,0.01,-0.03,STD
-0.75,-9.77,1.39,-0.07,-0.04,-0.01,STD
-0.84,-9.73,1.18,-0.08,-0.05,-0.07,STD
-0.9,-9.71,1.28,-0.11,-0.05,-0.02,STD
-0.78,-9.69,1.25,-0.08,0.02,-0.03,STD
-0.82,-9.71,1.25,-0.09,-0.02,-0.02,STD
-0.84,-9.73,1.29,-0.13,-0.04,-0.03,STD
-0.87,-9.71,1.4,-0.09,-0.03,-0.02,STD
-0.96,-9.72,1.3,-0.1,-0.04,-0.02,STD
-0.92,-9.79,1.33,-0.1,0.01,0.02,STD
-0.82,-9.78,1.27,-0.09,0.05,0.03,STD
-0.71,-9.66,1.21,-0.12,0.01,0.02,STD
-0.66,-9.82,1.24,-0.07,-0.02,-0.01,STD
-0.77,-9.72,1.15,-0.12,0.01,-0.03,STD
-0.67,-9.71,1.33,-0.12,0,0.01,STD
-0.65,-9.72,1.23,-0.09,-0.01,-0.06,STD
-0.83,-9.77,1.31,-0.11,-0.07,-0.05,STD
-0.88,-9.8,1.27,-0.11,-0.03,-0.05,STD
-0.89,-9.76,1.33,-0.08,0.01,-0.04,STD
-0.87,-9.79,1.18,-0.1,-0.07,-0.02,STD
-0.94,-9.75,1.31,-0.1,-0.01,0,STD
-0.89,-9.74,1.26,-0.1,0.01,0.01,STD
-0.75,-9.74,1.27,-0.09,-0.04,0.02,STD
-0.72,-9.79,1.24,-0.09,-0.01,-0.01,STD
-0.84,-9.76,1.28,-0.09,-0.05,0.01,STD
-0.76,-9.75,1.31,-0.11,-0.04,0.02,STD
-0.72,-9.77,1.28,-0.08,0,-0.01,STD
-0.73,-9.77,1.22,-0.11,-0.06,-0.01,STD
-0.78,-9.73,1.33,-0.08,-0.03,-0.01,STD
-0.8,-9.8,1.18,-0.09,-0.03,-0.03,STD
-0.78,-9.76,1.28,-0.1,-0.04,0,STD
-0.8,-9.75,1.25,-0.09,0.01,-0.04,STD
-0.78,-9.74,1.29,-0.09,-0.02,-0.01,STD
-0.77,-9.76,1.36,-0.1,-0.03,-0.01,STD
-0.79,-9.7,1.24,-0.08,0.05,-0.06,STD
-0.85,-9.71,1.33,-0.1,-0.06,0,STD
-0.8,-9.78,1.2,-0.07,0.04,-0.03,STD
-0.92,-9.69,1.22,-0.11,0.02,-0.01,STD
-0.8,-9.72,1.28,-0.08,-0.02,-0.01,STD
-0.85,-9.78,1.19,-0.11,0.02,-0.01,STD
-0.85,-9.7,1.35,-0.13,0,0,STD
-0.79,-9.77,1.3,-0.08,0.01,0.01,STD
-0.74,-9.74,1.27,-0.13,0.01,0,STD
-0.74,-9.73,1.3,-0.09,0,-0.02,STD
-0.67,-9.79,1.3,-0.09,-0.03,-0.02,STD
-0.81,-9.73,1.3,-0.12,-0.03,-0.05,STD
-0.83,-9.76,1.38,-0.08,-0.01,-0.02,STD
-0.75,-9.79,1.18,-0.09,0.02,-0.04,STD
-0.88,-9.73,1.35,-0.1,-0.03,-0.03,STD
-0.87,-9.77,1.19,-0.07,0.01,0,STD
-0.87,-9.76,1.26,-0.11,0.04,-0.02,STD
-0.82,-9.7,1.23,-0.08,-0.01,0.02,STD
-0.81,-9.76,1.09,-0.12,0.03,0,STD
-0.74,-9.69,1.31,-0.11,0.02,0.01,STD
-0.66,-9.76,1.22,-0.1,0,-0.01,STD
-0.79,-9.76,1.23,-0.12,-0.02,-0.03,STD
-0.77,-9.76,1.31,-0.13,-0.08,-0.02,STD
-0.82,-9.83,1.26,-0.11,-0.07,-0.04,STD
-0.97,-9.85,1.37,-0.11,-0.13,-0.04,STD
-0.96,-9.78,1.4,-0.1,-0.11,-0.01,STD
-0.97,-9.75,1.43,-0.05,-0.08,-0.01,STD
-0.92,-9.82,1.25,-0.05,-0.1,0.04,STD
-0.96,-9.71,1.19,-0.06,-0.04,0.04,STD
-0.71,-9.77,1.18,-0.04,-0.02,0.06,STD
-0.68,-9.72,1.13,-0.1,-0.01,0.05,STD
-0.62,-9.67,1.15,-0.08,-0.04,0.03,STD
-0.65,-9.69,1.12,-0.12,-0.05,-0.01,STD
-0.73,-9.72,1.24,-0.12,-0.04,-0.02,STD
-0.66,-9.78,1.22,-0.13,-0.05,-0.04,STD
-0.81,-9.68,1.4,-0.12,0.01,-0.04,STD
-0.75,-9.79,1.35,-0.1,-0.04,-0.06,STD
-0.81,-9.73,1.47,-0.11,-0.01,-0.05,STD
-0.85,-9.77,1.29,-0.07,0.02,-0.07,STD
-0.88,-9.77,1.33,-0.1,0,-0.04,STD
-0.93,-9.73,1.32,-0.07,0.01,-0.04,STD
-0.89,-9.74,1.16,-0.08,0.04,-0.03,STD
-0.95,-9.67,1.24,-0.13,-0.01,0,STD
-0.83,-9.75,1.29,-0.05,0.05,-0.01,STD
-0.84,-9.78,1.1,-0.14,-0.02,0,STD
-0.84,-9.73,1.36,-0.11,-0.01,0,STD
-0.88,-9.75,1.21,-0.09,0.01,-0.01,STD
-0.77,-9.78,1.33,-0.11,-0.03,0.02,STD
-0.82,-9.79,1.25,-0.1,0.02,0,STD
-0.8,-9.74,1.38,-0.1,0,0,STD
-0.74,-9.75,1.16,-0.08,-0.02,0.01,STD
-0.69,-9.78,1.24,-0.11,0.05,-0.01,STD
-0.72,-9.68,1.19,-0.08,-0.04,-0.03,STD
-0.79,-9.78,1.24,-0.11,-0.04,-0.03,STD
-0.86,-9.73,1.2,-0.08,0.02,-0.03,STD
-0.79,-9.76,1.37,-0.09,0,-0.03,STD
-0.86,-9.76,1.21,-0.06,-0.01,-0.02,STD
-0.86,-9.75,1.3,-0.12,0.01,-0.02,STD
-0.8,-9.73,1.26,-0.04,0.04,-0.01,STD
-0.79,-9.78,1.07,-0.12,0.02,-0.01,STD
-0.79,-9.68,1.29,-0.11,0.02,-0.01,STD
-0.76,-9.76,1.18,-0.09,0.03,-0.01,STD
-0.74,-9.79,1.19,-0.13,0.01,-0.03,STD
-0.88,-9.72,1.34,-0.11,-0.04,-0.02,STD
-0.85,-9.77,1.34,-0.1,0.02,-0.02,STD
-0.85,-9.79,1.31,-0.09,0.01,0,STD
-0.89,-9.8,1.31,-0.08,-0.01,-0.02,STD
-0.86,-9.74,1.28,-0.09,0.02,0.01,STD
-0.79,-9.75,1.27,-0.07,0.04,-0.01,STD
-0.76,-9.81,1.17,-0.07,-0.02,0.02,STD
-0.78,-9.79,1.29,-0.1,0.01,-0.02,STD
-0.76,-9.75,1.29,-0.05,0,-0.01,STD
-0.76,-9.68,1.23,-0.1,0,-0.01,STD
-0.75,-9.76,1.27,-0.04,0.09,-0.03,STD
-0.8,-9.84,1.15,-0.07,0.07,-0.01,STD
-0.6,-9.69,1.31,-0.1,0.12,-0.01,STD
-0.65,-9.66,1.37,-0.06,0.09,-0.06,STD
-0.66,-9.66,1.37,-0.09,0.03,-0.06,STD
-0.73,-9.73,1.33,-0.05,0.04,-0.09,STD
-0.89,-9.75,1.15,-0.13,0.05,-0.09,STD
-0.9,-9.71,1.3,-0.1,0.03,-0.05,STD
-1,-9.72,1.12,-0.12,0.05,-0.07,STD
-1,-9.77,1.31,-0.13,0,-0.05,STD
-1.12,-9.73,1.29,-0.14,-0.03,-0.02,STD
-1.01,-9.89,1.49,-0.1,0.01,0.05,STD
-0.9,-9.79,1.22,-0.12,0.01,0.05,STD
-0.84,-9.72,1.63,-0.12,-0.02,0.09,STD
-0.76,-9.84,1.34,-0.02,0.01,0.06,STD
-0.71,-9.89,1.38,-0.09,0.02,0.09,STD
-0.58,-9.8,1.3,-0.02,0.04,0.07,STD
-0.42,-9.74,1.31,-0.06,0.09,0.02,STD
-0.46,-9.65,1.22,-0.04,-0.04,-0.06,STD
-0.57,-9.75,1.29,-0.08,-0.1,-0.12,STD
-0.79,-9.75,1.3,-0.07,-0.1,-0.17,STD
-1.07,-9.74,1.36,-0.07,-0.08,-0.12,STD
-1.02,-9.84,1.54,-0.07,-0.03,-0.07,STD
-1.04,-9.76,1.37,-0.05,0.04,-0.04,STD
-1.02,-9.74,1.72,-0.05,0.03,0.03,STD
-0.91,-9.72,1.51,0.04,0.02,0.01,STD
-1.01,-9.67,1.51,-0.02,0.04,0.1,STD
-0.86,-9.45,1.4,-0.01,0.07,0.08,STD
-0.59,-9.58,1.37,-0.05,0.09,0.12,STD
-0.57,-9.67,1.14,-0.09,-0.02,-0.01,STD
-0.92,-9.61,1.5,-0.18,-0.1,0.01,STD
-0.85,-9.78,1.52,-0.11,0.02,0,STD
-0.83,-9.68,1.58,-0.21,-0.01,-0.01,STD
-0.78,-9.74,1.75,-0.11,-0.1,-0.03,STD
-0.91,-9.76,1.66,-0.13,0,-0.04,STD
-0.95,-9.71,1.86,-0.14,-0.05,-0.03,STD
-0.89,-9.7,1.69,-0.02,0.02,-0.03,STD
-0.81,-9.83,1.49,-0.1,0.03,-0.02,STD
-0.88,-9.63,1.58,-0.07,0,-0.02,STD
-0.76,-9.66,1.36,-0.06,0.02,-0.05,STD
-0.91,-9.71,1.41,-0.1,-0.06,-0.04,STD
-0.85,-9.64,1.47,-0.11,-0.03,-0.05,STD
-0.92,-9.67,1.47,-0.08,-0.02,-0.06,STD
-1,-9.67,1.52,-0.13,-0.04,-0.03,STD
-0.91,-9.78,1.41,-0.09,0.01,-0.03,STD
-0.97,-9.69,1.45,-0.14,0,0.01,STD
-0.85,-9.71,1.69,-0.12,-0.01,0.02,STD
-0.85,-9.76,1.37,-0.09,0.05,0.01,STD
-0.77,-9.75,1.59,-0.14,0,0.02,STD
-0.72,-9.67,1.6,-0.07,0.02,0.01,STD
-0.73,-9.8,1.44,-0.08,0,-0.03,STD
-0.82,-9.68,1.5,-0.12,-0.02,-0.01,STD
-0.74,-9.71,1.54,-0.05,0.01,-0.04,STD
-0.89,-9.73,1.31,-0.1,0,-0.05,STD
-0.81,-9.73,1.53,-0.1,-0.02,-0.03,STD
-0.8,-9.74,1.43,-0.07,0.04,-0.07,STD
-0.97,-9.68,1.49,-0.11,-0.05,-0.02,STD
-0.95,-9.72,1.52,-0.08,0.02,-0.02,STD
-0.89,-9.7,1.42,-0.1,0.03,-0.01,STD
-0.82,-9.7,1.52,-0.09,-0.02,0.01,STD
-0.86,-9.66,1.53,-0.11,0.01,-0.01,STD
-0.76,-9.76,1.46,-0.07,-0.01,0.01,STD
-0.79,-9.72,1.41,-0.14,0,0,STD
-0.76,-9.67,1.55,-0.1,-0.02,0,STD
-0.69,-9.74,1.44,-0.1,0.01,-0.02,STD
-0.75,-9.69,1.57,-0.13,-0.05,-0.01,STD
-0.68,-9.78,1.5,-0.08,0.02,-0.04,STD
-0.85,-9.72,1.4,-0.11,-0.05,-0.04,STD
-0.81,-9.68,1.66,-0.11,-0.02,-0.02,STD
-0.86,-9.71,1.37,-0.04,0.05,-0.05,STD
-0.8,-9.78,1.45,-0.14,-0.05,0,STD
-0.85,-9.68,1.48,-0.08,-0.02,-0.03,STD
-0.93,-9.72,1.39,-0.11,0.03,-0.02,STD
-0.79,-9.73,1.49,-0.1,-0.03,0.02,STD
-0.79,-9.73,1.47,-0.11,0.01,-0.01,STD
-0.79,-9.73,1.47,-0.08,-0.01,0.01,STD
-0.75,-9.71,1.47,-0.11,0,0,STD
-0.73,-9.81,1.48,-0.07,-0.01,-0.01,STD
-0.8,-9.68,1.36,-0.11,-0.02,-0.03,STD
-0.82,-9.74,1.55,-0.1,-0.03,-0.01,STD
-0.82,-9.75,1.33,-0.08,0.02,-0.01,STD
-0.73,-9.75,1.47,-0.13,-0.03,-0.03,STD
-0.87,-9.72,1.5,-0.07,-0.04,-0.02,STD
-0.79,-9.76,1.33,-0.09,0.01,-0.03,STD
-0.84,-9.69,1.53,-0.13,-0.03,-0.01,STD
-0.79,-9.75,1.38,-0.06,-0.02,-0.03,STD
-0.82,-9.72,1.43,-0.13,0,-0.02,STD
-0.78,-9.69,1.44,-0.09,-0.05,-0.01,STD
-0.71,-9.81,1.47,-0.09,0.01,-0.02,STD
-0.85,-9.69,1.46,-0.11,-0.03,-0.03,STD
-0.79,-9.68,1.52,-0.1,-0.03,0.01,STD
-0.76,-9.79,1.36,-0.07,0.04,-0.04,STD
-0.79,-9.67,1.47,-0.12,-0.03,0.01,STD
-0.69,-9.69,1.46,-0.08,0,-0.02,STD
-0.81,-9.74,1.37,-0.08,0.02,-0.03,STD
-0.74,-9.77,1.4,-0.11,-0.03,0,STD
-0.77,-9.69,1.43,-0.1,0.04,-0.02,STD
-0.72,-9.75,1.4,-0.09,-0.01,-0.02,STD
-0.73,-9.7,1.5,-0.12,0,-0.01,STD
-0.71,-9.75,1.39,-0.07,0,-0.05,STD
-0.84,-9.72,1.45,-0.13,-0.01,-0.01,STD
-0.74,-9.69,1.45,-0.05,0.01,-0.02,STD
-0.71,-9.8,1.38,-0.06,0.02,-0.02,STD
-0.8,-9.75,1.3,-0.15,-0.04,-0.02,STD
-0.74,-9.65,1.62,-0.1,0,0,STD
-0.84,-9.78,1.31,-0.08,-0.01,-0.02,STD
-0.79,-9.72,1.55,-0.15,-0.01,0,STD
-0.79,-9.68,1.53,-0.05,0.01,0.01,STD
-0.78,-9.76,1.29,-0.12,-0.01,-0.01,STD
-0.74,-9.73,1.63,-0.09,0,0.02,STD
-0.79,-9.73,1.32,-0.08,0,-0.03,STD
-0.8,-9.72,1.58,-0.11,-0.02,0.02,STD
-0.73,-9.71,1.36,-0.07,0.03,-0.02,STD
-0.76,-9.75,1.42,-0.09,-0.02,-0.02,STD
-0.85,-9.71,1.38,-0.11,-0.03,0,STD
-0.8,-9.73,1.48,-0.1,0.03,-0.02,STD
-0.84,-9.72,1.4,-0.08,0,-0.01,STD
-0.82,-9.75,1.38,-0.12,-0.02,-0.01,STD
-0.8,-9.7,1.47,-0.09,0.02,0,STD
-0.79,-9.73,1.39,-0.09,-0.02,-0.02,STD
-0.79,-9.73,1.32,-0.11,-0.01,-0.03,STD
-0.92,-9.7,1.45,-0.1,-0.02,-0.01,STD
-0.8,-9.73,1.38,-0.11,0,0,STD
-0.76,-9.76,1.47,-0.1,0.02,-0.01,STD
-0.82,-9.74,1.49,-0.08,-0.03,-0.02,STD
-0.81,-9.74,1.45,-0.12,-0.02,-0.01,STD
-0.82,-9.74,1.51,-0.06,0.01,-0.02,STD
-0.87,-9.78,1.39,-0.09,-0.03,-0.01,STD
-0.81,-9.7,1.41,-0.09,-0.02,0,STD
-0.81,-9.71,1.46,-0.08,0,-0.03,STD
-0.81,-9.78,1.32,-0.08,-0.02,-0.01,STD
-0.83,-9.67,1.42,-0.11,-0.02,-0.03,STD
-0.88,-9.71,1.49,-0.08,-0.03,-0.01,STD
-0.78,-9.73,1.35,-0.09,0.01,-0.02,STD
-0.86,-9.71,1.47,-0.12,-0.03,-0.02,STD
-0.87,-9.72,1.43,-0.08,-0.03,-0.01,STD
-0.83,-9.75,1.42,-0.11,0,-0.01,STD
-0.82,-9.73,1.4,-0.11,-0.03,0,STD
-0.8,-9.73,1.47,-0.1,0.01,0,STD
-0.76,-9.75,1.47,-0.09,0,0,STD
-0.77,-9.71,1.45,-0.11,-0.01,0,STD
-0.7,-9.77,1.39,-0.08,0.01,-0.03,STD
-0.8,-9.7,1.44,-0.11,-0.04,-0.02,STD
-0.8,-9.7,1.52,-0.09,0,-0.02,STD
-0.74,-9.79,1.39,-0.07,0,-0.03,STD
-0.87,-9.67,1.45,-0.14,-0.03,-0.04,STD
-0.8,-9.71,1.51,-0.05,0,-0.01,STD
-0.85,-9.74,1.28,-0.11,0,-0.05,STD
-0.86,-9.72,1.55,-0.09,-0.07,0,STD
-0.86,-9.73,1.37,-0.09,0.03,-0.02,STD
-0.86,-9.74,1.45,-0.1,0,0,STD
-0.69,-9.74,1.53,-0.1,-0.03,0.02,STD
-0.88,-9.65,1.33,-0.08,0.01,-0.05,STD
-0.81,-9.68,1.5,-0.1,-0.06,0.04,STD
-0.8,-9.72,1.37,-0.09,0.03,-0.04,STD
-0.86,-9.75,1.41,-0.11,-0.05,0,STD
-0.87,-9.71,1.48,-0.11,-0.03,0,STD
-0.9,-9.74,1.45,-0.1,0.03,-0.01,STD
-0.76,-9.72,1.5,-0.09,-0.02,0.01,STD
-0.82,-9.76,1.46,-0.08,0,-0.02,STD
-0.76,-9.77,1.45,-0.12,-0.02,0.01,STD
-0.74,-9.68,1.59,-0.09,0.01,-0.01,STD
-0.73,-9.76,1.33,-0.07,-0.02,-0.05,STD
-0.88,-9.7,1.43,-0.12,-0.04,-0.01,STD
-0.78,-9.7,1.46,-0.07,0.02,-0.04,STD
-0.84,-9.73,1.37,-0.09,-0.01,-0.02,STD
-0.91,-9.7,1.42,-0.12,-0.06,-0.03,STD
-0.86,-9.71,1.57,-0.09,0.04,-0.01,STD
-0.88,-9.75,1.41,-0.08,-0.02,-0.01,STD
-0.84,-9.74,1.47,-0.12,-0.01,0,STD
-0.87,-9.68,1.54,-0.08,0.02,0,STD
-0.74,-9.76,1.31,-0.09,-0.01,-0.01,STD
-0.81,-9.76,1.53,-0.12,0.01,0,STD
-0.75,-9.71,1.39,-0.08,-0.03,-0.03,STD
-0.83,-9.7,1.51,-0.12,-0.04,0,STD
-0.76,-9.76,1.44,-0.06,0,-0.03,STD
-0.79,-9.75,1.4,-0.11,-0.04,-0.01,STD
-0.81,-9.72,1.55,-0.1,-0.05,-0.02,STD
-0.89,-9.73,1.46,-0.06,-0.02,-0.03,STD
-0.86,-9.76,1.39,-0.11,-0.04,0,STD
-0.84,-9.7,1.45,-0.09,-0.02,-0.01,STD
-0.79,-9.71,1.46,-0.09,-0.02,0,STD
-0.81,-9.7,1.43,-0.1,-0.04,-0.01,STD
-0.73,-9.76,1.46,-0.08,0,-0.02,STD
-0.91,-9.69,1.42,-0.1,-0.05,0,STD
-0.77,-9.72,1.48,-0.1,0.02,0,STD
-0.78,-9.73,1.39,-0.08,0.01,0,STD
-0.79,-9.73,1.34,-0.14,-0.02,-0.01,STD
-0.78,-9.71,1.53,-0.09,0.02,-0.01,STD
-0.77,-9.76,1.4,-0.09,0,-0.02,STD
-0.82,-9.74,1.45,-0.13,-0.02,-0.02,STD
-0.82,-9.69,1.55,-0.07,0.02,-0.03,STD
-0.84,-9.77,1.4,-0.11,-0.03,-0.03,STD
-0.81,-9.73,1.6,-0.1,-0.02,-0.02,STD
-0.86,-9.73,1.36,-0.06,0,-0.04,STD
-0.92,-9.72,1.5,-0.13,-0.02,0.01,STD
-0.75,-9.69,1.39,-0.06,0.04,-0.02,STD
-0.82,-9.75,1.37,-0.11,-0.03,-0.01,STD
-0.81,-9.68,1.5,-0.11,-0.04,-0.01,STD
-0.84,-9.73,1.36,-0.09,0.02,-0.03,STD
-0.81,-9.73,1.44,-0.12,-0.03,0.01,STD
-0.84,-9.7,1.48,-0.09,0,-0.02,STD
-0.79,-9.72,1.44,-0.11,0.01,-0.01,STD
-0.74,-9.67,1.52,-0.11,-0.03,0,STD
-0.74,-9.78,1.37,-0.07,-0.01,-0.04,STD
-0.93,-9.69,1.4,-0.13,-0.05,-0.02,STD
-0.82,-9.72,1.52,-0.07,0,0,STD
-0.86,-9.75,1.35,-0.11,0.01,-0.02,STD
-0.82,-9.67,1.55,-0.09,-0.07,0.01,STD
-0.85,-9.76,1.29,-0.08,0.01,-0.02,STD
-0.87,-9.73,1.47,-0.15,-0.02,0,STD
-0.78,-9.72,1.45,-0.08,-0.02,0.01,STD
-0.88,-9.73,1.44,-0.11,0.01,-0.01,STD
-0.71,-9.74,1.51,-0.09,-0.02,0.02,STD
-0.8,-9.76,1.45,-0.09,0.02,-0.02,STD
-0.8,-9.74,1.34,-0.1,-0.03,-0.02,STD
-0.83,-9.71,1.5,-0.11,0.01,-0.01,STD
-0.78,-9.72,1.31,-0.08,0.01,-0.03,STD
-0.8,-9.75,1.41,-0.12,-0.02,-0.03,STD
-0.93,-9.7,1.44,-0.08,-0.03,-0.02,STD
-0.85,-9.77,1.34,-0.1,0.03,-0.03,STD
-0.88,-9.7,1.44,-0.09,0,0.01,STD
-0.82,-9.7,1.41,-0.11,-0.01,-0.02,STD
-0.87,-9.7,1.46,-0.08,-0.01,-0.01,STD
-0.82,-9.72,1.36,-0.11,-0.02,-0.02,STD
-0.81,-9.78,1.41,-0.09,0.01,-0.02,STD
-0.73,-9.8,1.25,-0.13,-0.04,-0.02,STD
-0.85,-9.66,1.58,-0.13,-0.1,-0.05,STD
-0.97,-9.75,1.46,-0.08,-0.09,-0.02,STD
-0.98,-9.8,1.48,-0.1,0.01,-0.02,STD
-0.85,-9.64,1.46,-0.1,-0.02,0.02,STD
-0.8,-9.67,1.42,-0.06,0.03,0.02,STD
-0.74,-9.77,1.03,-0.09,0.01,0.02,STD
-0.67,-9.65,1.36,-0.16,-0.03,0,STD
-0.76,-9.7,1.32,-0.08,-0.06,-0.01,STD
-0.74,-9.73,1.14,-0.15,-0.02,-0.05,STD
-0.77,-9.84,1.55,-0.14,-0.08,-0.02,STD
-0.89,-9.71,1.28,-0.15,-0.01,-0.05,STD
-0.87,-9.74,1.58,-0.13,-0.03,0,STD
-0.74,-9.78,1.4,-0.09,0.03,-0.04,STD
-0.68,-9.78,1.47,-0.1,-0.05,-0.03,STD
-0.79,-9.84,1.42,-0.07,-0.08,-0.04,STD
-0.82,-9.74,1.33,-0.08,-0.02,-0.05,STD
-0.78,-9.74,1.26,-0.07,-0.03,-0.03,STD
-0.62,-9.79,1.29,-0.06,0.02,-0.04,STD
-0.7,-9.71,1.18,-0.09,-0.04,-0.03,STD
-0.83,-9.77,1.26,-0.07,-0.01,-0.05,STD
-0.99,-9.7,1.14,-0.09,0.03,0.01,STD
-0.79,-9.6,1.31,-0.12,0.02,0.06,STD
-0.58,-9.77,1.29,-0.08,0.08,0.04,STD
-0.67,-9.73,1.35,-0.14,-0.02,0.03,STD
-0.55,-9.74,1.42,-0.1,-0.04,0.01,STD
-0.57,-9.76,1.36,-0.11,0.04,-0.03,STD
-0.61,-9.81,1.34,-0.1,-0.11,-0.05,STD
-0.73,-9.76,1.41,-0.11,-0.08,-0.07,STD
-0.85,-9.78,1.53,-0.08,0,-0.06,STD
-0.79,-9.71,1.36,-0.06,-0.05,-0.03,STD
-0.68,-9.86,1.36,-0.07,0,-0.06,STD
-0.89,-9.67,1.43,-0.07,-0.02,-0.02,STD
-0.69,-9.75,1.3,-0.04,-0.03,-0.01,STD
-0.85,-9.72,1.34,-0.07,0.01,-0.03,STD
-0.74,-9.7,1.32,-0.06,-0.02,0.03,STD
-0.7,-9.77,1.18,-0.11,0.05,-0.01,STD
-0.66,-9.73,1.51,-0.1,0.03,0.03,STD
-0.59,-9.74,1.35,-0.07,0.02,0,STD
-0.56,-9.76,1.41,-0.11,0.05,-0.01,STD
-0.56,-9.67,1.53,-0.1,0,-0.03,STD
-0.57,-9.76,1.39,-0.06,0.04,-0.06,STD
-0.69,-9.7,1.41,-0.11,0.01,-0.05,STD
-0.67,-9.74,1.44,-0.08,0.05,-0.07,STD
-0.76,-9.7,1.36,-0.12,0.01,-0.04,STD
-0.79,-9.71,1.48,-0.1,0.03,-0.07,STD
-0.81,-9.8,1.4,-0.1,-0.02,-0.02,STD
-0.77,-9.72,1.47,-0.14,-0.01,-0.01,STD
-0.72,-9.77,1.51,-0.08,0.03,-0.01,STD
-0.7,-9.76,1.46,-0.12,-0.02,0.02,STD
-0.58,-9.68,1.44,-0.09,0.02,0.01,STD
-0.52,-9.83,1.38,-0.09,0,-0.01,STD
-0.67,-9.68,1.48,-0.12,-0.08,-0.02,STD
-0.69,-9.74,1.4,-0.07,-0.04,-0.01,STD
-0.68,-9.75,1.29,-0.11,-0.03,0,STD
-0.62,-9.75,1.42,-0.1,-0.04,0,STD
-0.78,-9.73,1.29,-0.11,-0.08,-0.01,STD
-0.67,-9.8,1.47,-0.1,-0.06,0.02,STD
-0.75,-9.82,1.4,-0.09,-0.04,-0.02,STD
-0.71,-9.72,1.54,-0.1,-0.1,0.02,STD
-0.73,-9.72,1.36,-0.07,-0.04,0,STD
-0.65,-9.85,1.32,-0.05,-0.02,0.03,STD
-0.62,-9.67,1.2,-0.12,-0.02,0.03,STD
-0.63,-9.68,1.41,-0.06,-0.03,0.02,STD
-0.56,-9.78,1.09,-0.11,-0.02,0.01,STD
-0.56,-9.73,1.41,-0.12,-0.02,-0.01,STD
-0.63,-9.73,1.26,-0.11,-0.01,-0.02,STD
-0.6,-9.77,1.49,-0.11,-0.03,-0.04,STD
-0.73,-9.79,1.37,-0.11,-0.03,-0.05,STD
-0.76,-9.75,1.52,-0.09,-0.02,-0.04,STD
-0.76,-9.78,1.28,-0.1,-0.04,-0.03,STD
-0.76,-9.77,1.51,-0.09,0.02,-0.03,STD
-0.84,-9.73,1.28,-0.06,-0.03,-0.01,STD
-0.77,-9.77,1.41,-0.13,0.04,0.01,STD
-0.66,-9.72,1.35,-0.04,0.04,0.01,STD
-0.67,-9.75,1.29,-0.13,-0.03,0.01,STD
-0.67,-9.7,1.47,-0.09,0,-0.01,STD
-0.7,-9.73,1.34,-0.09,0.02,-0.02,STD
-0.67,-9.73,1.44,-0.11,-0.06,-0.01,STD
-0.71,-9.72,1.44,-0.1,-0.02,-0.03,STD
-0.81,-9.68,1.52,-0.1,-0.03,-0.03,STD
